spot_id,spot_name,course_id,region_id,course_seq,time_move,div_inout,tema_name
11002,화엄사,110,310,2,2,실외,종교/역사/전통
11003,섬진강기차마을,110,306,3,5,실외,자연/힐링
11004,송광사,110,174,4,8,실외,종교/역사/전통
11005,낙안읍성민속마을,110,174,5,10,실외,자연/힐링
11006,순천만자연생태공원,110,174,6,13,실외,자연/힐링
11007,2012여수세계박람회장(홍보관),110,168,7,16,실내,종교/역사/전통
11008,선소,110,168,8,17,실외,종교/역사/전통
11009,진남관,110,168,9,18,실외,종교/역사/전통
11010,오동도,110,168,10,19,실외,자연/힐링
11101,주왕산국립공원,111,276,1,0,실외,자연/힐링
11102,주산지,111,276,2,1,실외,자연/힐링
11103,절골,111,276,3,3,실외,자연/힐링
11104,얼음골,111,276,4,5,실외,자연/힐링
11105,자연휴양림,111,276,5,7,실외,자연/힐링
11106,신성계곡,111,276,6,9,실외,자연/힐링
11107,백석탄,111,276,7,10,실외,자연/힐링
11201,진호국제양궁장,112,336,1,0,실외,체험/학습/산업
11202,예천온천,112,336,2,1,실내,자연/힐링
11203,천문과학문화센터,112,336,3,2,실내,체험/학습/산업
11204,곤충생태체험관,112,336,4,4,실외,체험/학습/산업
11205,학가산우래자연휴양림,112,336,5,5,실외,자연/힐링
11206,효자 도시복 생가,112,336,6,7,실외,종교/역사/전통
11207,회룡포,112,336,7,10,실외,자연/힐링
11301,대릉원(천마총) 가는길,113,283,1,0,실외,자연/힐링
11302,첨성대,113,283,2,1,실외,종교/역사/전통
11303,석빙고,113,283,3,4,실외,종교/역사/전통
11304,안압지,113,283,4,5,실외,종교/역사/전통
11305,불국사,113,283,5,7,실외,종교/역사/전통
11306,석굴암,113,283,6,8,실외,종교/역사/전통
11307,보문관광단지,113,283,7,10,실외,자연/힐링
11401,도동항,114,115,1,0,실외,체험/학습/산업
11402,독도박물관(약수공원),114,115,2,2,실외,종교/역사/전통
11403,독도전망대케이블카,114,115,3,5,실외,자연/힐링
11404,독도관광,114,115,4,7,실외,자연/힐링
11405,도동항,114,115,5,10,실외,자연/힐링
11501,도동항,115,115,1,0,실외,체험/학습/산업
11502,봉래폭포,115,115,2,2,실외,자연/힐링
11503,내수전일출전망대,115,115,3,5,실외,자연/힐링
11504,행남해안산책로,115,115,4,7,실외,자연/힐링
11505,도동항,115,115,5,9,실외,체험/학습/산업
11601,도동항,116,115,1,0,실외,체험/학습/산업
11602,성인봉(나리분지),116,115,2,3,실외,자연/힐링
11603,죽도관광,116,115,3,5,실외,자연/힐링
11604,도동항,116,115,4,9,실외,체험/학습/산업
11701,왕피천엑스포공원,117,130,1,0,실외,자연/힐링
11702,성류굴,117,130,2,2,실내,자연/힐링
11703,월송정,117,130,3,4,실외,종교/역사/전통
11704,백암온천,117,130,4,7,실내,자연/힐링
11705,백암산,117,130,5,10,실외,자연/힐링
11801,불영사·불영사계곡,118,130,1,0,실외,종교/역사/전통
11802,민물고기 생태체험관,118,130,2,2,실내,체험/학습/산업
11803,망양정,118,130,3,4,실외,종교/역사/전통
11804,덕구계곡·덕구온천,118,130,4,6,실외,자연/힐링
11805,금강송 군락지,118,130,5,9,실외,자연/힐링
11901,오십천,119,277,1,0,실외,자연/힐링
11902,팔각산,119,277,2,2,실외,자연/힐링
11903,강구항,119,277,3,5,실외,체험/학습/산업
11904,경보화석박물관,119,277,4,8,실외,체험/학습/산업
11905,부경온천,119,277,5,10,실외,자연/힐링
12001,삼사해상공원,120,277,1,0,실외,자연/힐링
12002,강구항,120,277,2,1,실외,체험/학습/산업
12003,풍력발전단지,120,277,3,3,실외,체험/학습/산업
12004,해맞이공원,120,277,4,4,실외,자연/힐링
12005,신돌석장군유적지,120,277,5,6,실외,종교/역사/전통
12006,인량리전통마을,120,277,6,7,실외,체험/학습/산업
12007,괴시리전통마을,120,277,7,9,실외,체험/학습/산업
12008,고래불해수욕장,120,277,8,10,실외,자연/힐링
12101,삼릉,121,283,1,0,실외,종교/역사/전통
12102,상선암,121,283,2,1,실외,종교/역사/전통
12103,금오산,121,283,3,1,실외,자연/힐링
12104,금오정,121,283,4,4,실외,종교/역사/전통
12105,마애삼존불,121,283,5,5,실외,종교/역사/전통
12106,포석정,121,283,6,7,실외,종교/역사/전통
12107,옥룡암,121,283,7,8,실외,종교/역사/전통
12108,장창지,121,283,8,9,실외,종교/역사/전통
12109,부처골감실여래좌상,121,283,9,10,실외,종교/역사/전통
12110,보리사,121,283,10,11,실외,종교/역사/전통
12201,신라역사과학관,122,283,1,0,실외,종교/역사/전통
12202,불국사,122,283,2,2,실외,종교/역사/전통
12203,석굴암,122,283,3,4,실외,종교/역사/전통
12204,토함산 자연휴양림,122,283,4,7,실외,자연/힐링
12205,국립경주박물관,122,283,5,9,실내,종교/역사/전통
12301,방사광가속연구소,123,138,1,0,실내,체험/학습/산업
12302,포스코역사관,123,138,2,3,실내,체험/학습/산업
12303,장기읍성,123,138,3,6,실외,종교/역사/전통
12304,호미곶해맞이광장/국립등대박물관,123,138,4,8,실외,자연/힐링
12305,일월지,123,138,5,10,실외,자연/힐링
12401,경상북도수목원,124,138,1,0,실외,자연/힐링
12402,보경사,124,138,2,2,실외,종교/역사/전통
12403,내연산,124,138,3,5,실외,자연/힐링
12404,환호해맞이공원,124,138,4,8,실외,자연/힐링
12501,한티성지,125,351,1,0,실외,종교/역사/전통
12502,가산산성,125,351,2,2,실외,종교/역사/전통
12503,송정자연휴양림,125,351,3,4,실외,자연/힐링
12504,성베네딕도왜관수도원,125,351,4,6,실외,종교/역사/전통
12505,가실(낙산) 성당,125,351,5,8,실내,종교/역사/전통
12506,신나무골성지,125,351,6,10,실외,종교/역사/전통
12601,다부동전적기념관,126,351,1,0,실내,종교/역사/전통
12602,유학산6.25격전지,126,351,2,2,실외,종교/역사/전통
12603,도개온천,126,351,3,5,실내,자연/힐링
12604,낙동강구철교,126,351,4,7,실외,종교/역사/전통
12605,왜관전적기념관,126,351,5,10,실내,종교/역사/전통
12701,참외생태학습관,127,324,1,0,실외,체험/학습/산업
12702,가야산야생화식물원,127,324,2,4,실외,자연/힐링
12703,녹색농촌마을,127,285,3,8,실외,체험/학습/산업
12801,세종대왕자태실,128,324,1,0,실외,종교/역사/전통
12802,성산동고분군,128,324,2,1,실외,종교/역사/전통
12803,성밖숲,128,324,3,4,실외,자연/힐링
12804,가야산,128,324,4,5,실외,자연/힐링
12805,한개마을,128,324,5,8,실외,체험/학습/산업
12806,감응사,128,324,6,10,실외,종교/역사/전통
12901,우륵박물관,129,303,1,0,실내,종교/역사/전통
12902,대가야고분관광로,129,303,2,3,실외,자연/힐링
12903,개실마을,129,303,3,6,실외,체험/학습/산업
12904,백산초등학교,129,303,4,9,실외,체험/학습/산업
13001,양전동암각화,130,303,1,0,실외,종교/역사/전통
13002,대가야박물관,130,303,2,2,실내,종교/역사/전통
13003,지산동고분군,130,303,3,3,실외,종교/역사/전통
13004,고천원공원,130,303,4,5,실외,자연/힐링
13005,대가야문화학교,130,303,5,7,실내,체험/학습/산업
13006,반룡사,130,303,6,8,실외,종교/역사/전통
13007,김면장군유적,130,303,7,10,실외,종교/역사/전통
13101,운문댐,131,348,1,0,실외,자연/힐링
13102,운문사,131,348,2,2,실외,종교/역사/전통
13103,운문산자연휴양림,131,348,3,4,실외,자연/힐링
13104,동창천삼족대,131,348,4,7,실외,종교/역사/전통
13105,처진소나무,131,348,5,9,실외,자연/힐링
13201,경북대 자연사박물관,132,311,1,0,실내,체험/학습/산업
13202,신비의소나무,132,311,2,3,실외,자연/힐링
13203,장곡자연휴양림,132,311,3,6,실외,자연/힐링
13204,옹기나라 도예체험(인각사/화산산성),132,311,4,9,실내,체험/학습/산업
13301,갓바위,133,301,1,0,실외,자연/힐링
13302,원효암,133,301,2,2,실외,종교/역사/전통
13303,제석사,133,301,3,4,실외,종교/역사/전통
13304,도동재,133,301,4,6,실외,종교/역사/전통
13305,상대온천관광호텔,133,301,5,8,실내,자연/힐링
13306,영남대박물관,133,301,6,10,실내,종교/역사/전통
13401,압량유적,134,301,1,0,실외,종교/역사/전통
13402,영남대박물관,134,301,2,2,실내,종교/역사/전통
13403,임당동고분군,134,301,3,5,실외,종교/역사/전통
13404,석정온천,134,301,4,7,실내,자연/힐링
13405,계정숲(한장군묘),134,301,5,9,실외,종교/역사/전통
13501,오리장림,135,281,1,0,실외,자연/힐링
13502,보현산천문대,135,281,2,2,실내,체험/학습/산업
13503,정각별빛마을,135,281,3,5,실외,체험/학습/산업
13504,영천댐호반도로,135,281,4,7,실외,자연/힐링
13505,임고서원,135,281,5,10,실외,종교/역사/전통
13601,은해사,136,281,1,0,실외,종교/역사/전통
13602,보현자연수련원,136,281,2,2,실내,캠핑/스포츠
13603,돌할매,136,281,3,6,실외,종교/역사/전통
13604,만불산,136,281,4,9,실외,자연/힐링
13701,박정희대통령생가,137,279,1,0,실내,종교/역사/전통
13702,지주중류비,137,279,2,2,실외,종교/역사/전통
13703,채미정,137,279,3,3,실외,종교/역사/전통
13704,약사암,137,279,4,5,실외,종교/역사/전통
13705,법성사,137,279,5,7,실외,종교/역사/전통
13706,금오지,137,279,6,9,실외,자연/힐링
13707,자연환경연수원,137,279,7,10,실내,체험/학습/산업
13801,죽장리 오층석탑,138,279,1,0,실외,종교/역사/전통
13802,도개(전모례가정/신라불교초전지마을),138,279,2,2,실외,종교/역사/전통
13803,일선리문화재단지,138,279,3,5,실외,문화/예술
13804,선산(해평) 낙산 삼층 석탑,138,279,4,7,실외,종교/역사/전통
13805,도리사,138,279,5,9,실외,종교/역사/전통
13901,용화사,139,312,1,0,실외,종교/역사/전통
13902,직지사,139,312,2,4,실외,종교/역사/전통
13903,황학산,139,312,3,8,실외,자연/힐링
14001,청암사,140,312,1,0,실외,종교/역사/전통
14002,수도암,140,312,2,3,실외,종교/역사/전통
14003,옛날솜씨마을,140,312,3,6,실외,체험/학습/산업
14004,강변조각공원,140,312,4,8,실외,자연/힐링
14101,고선계곡,141,271,1,0,실외,자연/힐링
14102,청옥산/자연휴양림,141,271,2,4,실외,자연/힐링
14103,백천계곡,141,271,3,9,실외,자연/힐링
14201,만산고택 권진사댁,142,271,1,0,실외,종교/역사/전통
14202,각화사(태백산사고지),142,271,2,2,실외,종교/역사/전통
14203,금강소나무숲 산책로,142,271,3,4,실외,자연/힐링
14204,오전약수관광지,142,271,4,7,실외,자연/힐링
14205,축서사,142,271,5,9,실외,종교/역사/전통
14301,청량산박물관,143,271,1,0,실내,종교/역사/전통
14302,청량산(청량사),143,271,2,2,실외,종교/역사/전통
14303,이나리강변,143,271,3,4,실외,자연/힐링
14304,다덕약수관광지,143,271,4,7,실외,자연/힐링
14305,닭실마을,143,271,5,10,실외,체험/학습/산업
14401,예천진호 국제양궁장,144,336,1,0,실외,체험/학습/산업
14402,양수발전소,144,336,2,2,실내,체험/학습/산업
14403,산업곤충박물관,144,336,3,5,실내,종교/역사/전통
14404,천문과학문화센터,144,336,4,7,실내,문화/예술
14405,예천온천,144,336,5,10,실내,자연/힐링
14501,회룡포,145,336,1,0,실외,자연/힐링
14502,용문사,145,336,2,2,실외,종교/역사/전통
14503,금당실마을,145,336,3,5,실외,체험/학습/산업
14504,학가산/우래자연휴양림,145,336,4,7,실외,자연/힐링
14505,보문사,145,336,5,10,실외,종교/역사/전통
14601,선바위관광지구,146,334,1,0,실외,체험/학습/산업
14602,반딧불이생태공원,146,334,2,2,실외,자연/힐링
14603,검마산자연휴양림,146,334,3,4,실외,자연/힐링
14604,일월산,146,334,4,7,실외,자연/힐링
14605,일원산 자생화공원,146,334,5,10,실외,자연/힐링
14701,이문열과 두들마을,147,334,1,0,실외,체험/학습/산업
14702,오일도,147,334,2,1,실외,종교/역사/전통
14703,감천마을,147,334,3,3,실외,체험/학습/산업
14704,조지훈과 주실마을,147,334,4,4,실외,체험/학습/산업
14705,수하청소년수련원,147,334,5,6,실내,자연/힐링
14706,금경연과 금촌마을,147,334,6,7,실외,체험/학습/산업
14707,서석지(연당마을),147,334,7,10,실외,체험/학습/산업
14801,달기약수,148,276,1,0,실외,자연/힐링
14802,주왕산·대전사,148,276,2,2,실외,종교/역사/전통
14803,주산지,148,276,3,4,실외,자연/힐링
14804,얼음골,148,276,4,6,실외,자연/힐링
14805,자연휴양림,148,276,5,8,실외,자연/힐링
14806,신성계곡,148,276,6,10,실외,자연/힐링
14901,야송미술관,149,276,1,0,실내,문화/예술
14902,진보옹기체험관,149,276,2,2,실외,체험/학습/산업
14903,한지장·예술의 집,149,276,3,4,실내,체험/학습/산업
14904,양수발전소,149,276,4,6,실내,체험/학습/산업
14905,송소고택,149,276,5,8,실외,종교/역사/전통
14906,방호정,149,276,6,10,실외,종교/역사/전통
15001,사촌마을,150,278,1,0,실외,체험/학습/산업
15002,고운사,150,278,2,2,실외,종교/역사/전통
15003,교촌농촌체험마을,150,278,3,4,실외,체험/학습/산업
15004,비안향교,150,278,4,7,실외,종교/역사/전통
15005,대곡사(비봉산),150,278,5,9,실외,자연/힐링
15101,산운마을,151,278,1,0,실외,체험/학습/산업
15102,금성산고분군,151,278,2,2,실외,종교/역사/전통
15103,탑산약수온천,151,278,3,4,실내,자연/힐링
15104,의성향교,151,278,4,7,실외,종교/역사/전통
15105,고운사,151,278,5,9,실외,종교/역사/전통
15201,경천호,152,273,1,0,실외,자연/힐링
15202,김용사,152,273,2,4,실외,종교/역사/전통
15203,대승사,152,273,3,8,실외,종교/역사/전통
15301,문경활공장,153,273,1,0,실외,체험/학습/산업
15302,사계절썰매장,153,273,2,3,실외,캠핑/스포츠
15303,철로자전거,153,273,3,6,실외,캠핑/스포츠
15304,불정자연휴양림,153,273,4,8,실외,자연/힐링
15305,관광사격장,153,273,5,10,실외,캠핑/스포츠
15401,도자기전시관,154,273,1,0,실내,문화/예술
15402,문경세재 1~3관문,154,273,2,2,실외,종교/역사/전통
15403,청운각,154,273,3,4,실외,종교/역사/전통
15404,고모산성(토천),154,273,4,6,실외,종교/역사/전통
15405,석탄박물관,154,273,5,8,실내,종교/역사/전통
15406,연개소문 촬영장,154,273,6,10,실외,체험/학습/산업
15501,문장대,155,137,1,0,실외,종교/역사/전통
15502,용유계곡,155,137,2,2,실외,자연/힐링
15503,병천농촌체험마을,155,137,3,5,실외,체험/학습/산업
15504,동학교당,155,137,4,7,실외,종교/역사/전통
15505,성주봉자연휴양림,155,137,5,10,실외,자연/힐링
15601,충의사,156,137,1,0,실외,종교/역사/전통
15602,상주박물관,156,137,2,2,실내,종교/역사/전통
15603,경천대,156,137,3,5,실외,종교/역사/전통
15604,임란북천전적지,156,137,4,7,실외,종교/역사/전통
15605,갑장산,156,137,5,9,실외,자연/힐링
15701,수도리전통마을,157,272,1,0,실외,체험/학습/산업
15702,가흥리 마애산존불상·가흥리암각화,157,272,2,2,실외,종교/역사/전통
15703,흑석사,157,272,3,4,실외,종교/역사/전통
15704,괴헌고택,157,272,4,7,실외,종교/역사/전통
15705,풍기인삼시장,157,272,5,9,실외,쇼핑/놀이
15801,죽령옛길,158,272,1,0,실외,종교/역사/전통
15802,천문대,158,272,2,2,실외,종교/역사/전통
15803,희방사·희방폭포,158,272,3,3,실외,종교/역사/전통
15804,풍기온천,158,272,4,5,실내,자연/힐링
15805,옥녀봉자연휴양림,158,272,5,7,실외,자연/힐링
15806,풍기인삼시장,158,272,6,8,실외,쇼핑/놀이
15807,풍기인견전시·판매장,158,272,7,10,실외,쇼핑/놀이
15901,순흥읍내리 벽화고분/금성단,159,272,1,0,실외,종교/역사/전통
15902,초암사(죽계구곡),159,272,2,2,실외,자연/힐링
15903,소수서원/선비촌,159,272,3,6,실외,종교/역사/전통
15904,부석사,159,272,4,10,실외,종교/역사/전통
16001,태사묘,160,136,1,0,실외,종교/역사/전통
16002,안동댐,160,136,2,1,실외,체험/학습/산업
16003,임청각,160,136,3,3,실외,종교/역사/전통
16004,의성김씨 종택,160,136,4,4,실외,종교/역사/전통
16005,전주류씨 무실종택/수애당,160,136,5,6,실외,종교/역사/전통
16006,묵계종택(묵계서원/만휴정),160,136,6,8,실외,종교/역사/전통
16007,안동소주 박물관(전통음식박물관),160,136,7,10,실내,종교/역사/전통
16101,감은사지,161,283,1,0,실외,종교/역사/전통
16102,이견대,161,283,2,2,실외,종교/역사/전통
16103,기림사,161,283,3,4,실외,종교/역사/전통
16104,골굴사,161,283,4,7,실외,종교/역사/전통
16105,반월성,161,283,5,9,실외,종교/역사/전통
16201,안동한지 전시·체험관,162,136,1,0,실내,체험/학습/산업
16202,병산서원,162,136,2,2,실외,종교/역사/전통
16203,하회마을,162,136,3,4,실외,체험/학습/산업
16204,하회동탈박물관,162,136,4,6,실내,종교/역사/전통
16205,봉정사,162,136,5,7,실외,종교/역사/전통
16206,영호루,162,136,6,10,실외,종교/역사/전통
16301,별빛누리공원,163,184,1,0,실외,자연/힐링
16302,김녕미로공원,163,184,2,2,실외,자연/힐링
16303,하도해변,163,184,3,5,실외,자연/힐링
16304,산굼부리,163,184,4,8,실외,자연/힐링
16305,비엘바이크파크,163,189,5,12,실외,캠핑/스포츠
16306,최남단체험감귤농장,163,189,6,16,실외,체험/학습/산업
16307,월드컵경기장,163,189,7,18,실외,체험/학습/산업
16401,세화해안도로,164,184,1,0,실외,자연/힐링
16402,세화해변,164,184,2,1,실외,자연/힐링
16403,혼인지,164,189,3,2,실외,자연/힐링
16404,섭지코지,164,189,4,4,실외,자연/힐링
16405,신양 섭지코지 해변,164,189,5,5,실외,자연/힐링
16406,만장굴,164,184,6,6,실외,자연/힐링
16407,우도해양도립공원,164,184,7,8,실외,자연/힐링
16408,새섬,164,189,8,9,실외,자연/힐링
16501,국제공항,165,184,1,0,실외,체험/학습/산업
16502,도립미술관,165,184,2,1,실내,문화/예술
16503,민속자연사박물관,165,184,3,2,실내,문화/예술
16504,국립제주박물관,165,184,4,3,실내,문화/예술
16505,해녀박물관,165,184,5,4,실내,문화/예술
16506,김영갑갤러리두모악,165,189,6,6,실내,문화/예술
16507,제주민속촌,165,184,7,7,실내,문화/예술
16508,왈종미술관,165,189,8,8,실내,문화/예술
16509,이중섭미술관,165,189,9,9,실내,문화/예술
16510,시립기당미술관,165,189,10,10,실내,문화/예술
16511,김정희유배지,165,189,11,11,실외,종교/역사/전통
16512,저지문화예술인마을/현대미술관,165,184,12,13,실내,문화/예술
16513,돌마을,165,184,13,15,실외,체험/학습/산업
16601,4·3평화공원,166,184,1,0,실외,자연/힐링
16602,노루생태관찰원,166,184,2,2,실외,체험/학습/산업
16603,절물자연휴양림,166,184,3,4,실외,자연/힐링
16604,국립제주박물관,166,184,4,6,실내,종교/역사/전통
16605,동문시장,166,184,5,8,실외,쇼핑/놀이
16606,칠성로상가조합,166,184,6,10,실외,쇼핑/놀이
16607,중앙지하상가,166,184,7,11,실외,쇼핑/놀이
16608,관덕정,166,184,8,13,실외,종교/역사/전통
16609,용두암,166,184,9,14,실외,자연/힐링
16701,한림민속박물관,167,253,1,0,실내,종교/역사/전통
16702,국립김해박물관,167,253,2,2,실내,종교/역사/전통
16703,대성동고분박물관,167,253,3,3,실내,종교/역사/전통
16704,봉황대,167,253,4,5,실외,종교/역사/전통
16705,김해천문대,167,253,5,7,실내,체험/학습/산업
16706,수로왕릉,167,253,6,8,실외,종교/역사/전통
16707,수로왕비릉,167,253,7,10,실외,종교/역사/전통
16801,수로왕비릉,168,253,1,0,실외,종교/역사/전통
16802,봉황대유적,168,253,2,1,실외,종교/역사/전통
16803,국립김해박물관,168,253,3,2,실내,종교/역사/전통
16804,연지공원,168,253,4,3,실외,자연/힐링
16805,김해천문대,168,253,5,5,실내,체험/학습/산업
16806,무척산관광농원,168,253,6,6,실외,자연/힐링
16807,노무현대통령 생가,168,253,7,8,실외,체험/학습/산업
16808,한림민속박물관,168,253,8,9,실내,종교/역사/전통
16809,클레이아크김해미술관,168,253,9,11,실내,문화/예술
16901,월성계곡(강선대/사선대/장군바위),169,284,1,0,실외,자연/힐링
16902,마학동계곡,169,284,2,4,실외,자연/힐링
16903,병곡리,169,284,3,7,실외,자연/힐링
16904,허브체험(허브찻집 민들레울),169,284,4,8,실외,체험/학습/산업
16905,황산고가 민박촌,169,284,5,9,실외,체험/학습/산업
16906,금원산자연휴양림,169,284,6,11,실외,자연/힐링
17001,수승대관광지,170,284,1,0,실외,체험/학습/산업
17002,황산고가 민박촌,170,284,2,4,실외,자연/힐링
17003,정온선생 종택,170,284,3,8,실외,종교/역사/전통
17004,금원산자연휴양림,170,284,4,10,실외,자연/힐링
17101,금원산자연휴양림,171,284,1,0,실외,자연/힐링
17102,수승대,171,284,2,4,실외,체험/학습/산업
17103,황산고가 민박촌,171,284,3,8,실외,자연/힐링
17104,거창박물관,171,284,4,10,실내,종교/역사/전통
17201,가조면 수월리,172,284,1,0,실외,자연/힐링
17202,우두산,172,284,2,2,실외,자연/힐링
17203,가조온천휴양지,172,284,3,6,실내,자연/힐링
17204,남하면 둔마리 고분벽화,172,284,4,8,실외,종교/역사/전통
17205,거창박물관,172,284,5,10,실내,종교/역사/전통
17301,생초국제조각공원,173,289,1,0,실외,문화/예술
17302,생초창작스튜디오,173,289,2,1,실내,문화/예술
17303,구형왕릉,173,289,3,2,실외,종교/역사/전통
17304,류의태약수터,173,289,4,3,실외,자연/힐링
17305,경호강 래프팅,173,289,5,4,실외,캠핑/스포츠
17307,목면시배유지,173,289,7,7,실외,종교/역사/전통
17308,남사예담촌,173,289,8,8,실외,체험/학습/산업
17309,남명조식유적,173,289,9,9,실외,종교/역사/전통
17401,남해대교,174,295,1,0,실외,자연/힐링
17402,스포츠파크,174,295,2,1,실외,캠핑/스포츠
17403,가천다랭이마을,174,295,3,2,실외,체험/학습/산업
17404,가족휴양촌,174,295,4,4,실외,자연/힐링
17405,상주유람선,174,295,5,6,실외,자연/힐링
17406,상주은모래비치,174,295,6,7,실외,자연/힐링
17407,해오름예술촌,174,295,7,8,실외,문화/예술
17408,죽방렴,174,295,8,9,실외,자연/힐링
17409,창선·삼천포대교,174,295,9,11,실외,자연/힐링
17501,남해대교,175,295,1,0,실외,자연/힐링
17502,화방사,175,295,2,1,실외,종교/역사/전통
17503,가천다랭이마을,175,295,3,2,실외,체험/학습/산업
17504,가족휴양촌,175,295,4,5,실외,자연/힐링
17505,상주유람선,175,295,5,6,실외,자연/힐링
17506,해오름예술촌,175,295,6,8,실외,문화/예술
17507,죽방렴,175,295,7,9,실외,자연/힐링
17508,창선·삼천포대교,175,295,8,11,실외,자연/힐링
17601,거제대교,176,294,1,0,실외,자연/힐링
17602,포로수용소유적공원,176,294,2,1,실외,자연/힐링
17603,자연예술랜드,176,294,3,2,실외,문화/예술
17604,해금강/외도(유람선관광),176,294,4,3,실외,자연/힐링
17605,자연휴양림,176,294,5,4,실외,자연/힐링
17606,홍포,176,294,6,5,실외,자연/힐링
17607,여차,176,294,7,6,실외,자연/힐링
17608,어촌민속전시관,176,294,8,7,실내,종교/역사/전통
17609,대우조선,176,294,9,8,실외,체험/학습/산업
17610,삼성조선,176,294,10,9,실외,체험/학습/산업
17611,옥포대첩기념공원,176,294,11,10,실외,자연/힐링
17612,김영삼 전 대통령생가,176,294,12,11,실외,체험/학습/산업
17703,세병관(통제영지),177,162,3,2,실외,종교/역사/전통
17704,충렬사,177,162,4,3,실외,종교/역사/전통
17705,해저터널,177,162,5,5,실외,체험/학습/산업
17706,착량묘,177,162,6,6,실외,종교/역사/전통
17707,도남관광지,177,162,7,7,실외,자연/힐링
17708,전혁림미술관,177,162,8,8,실내,문화/예술
17709,중앙활어시장,177,162,9,9,실외,쇼핑/놀이
17710,남망산국제조각공원,177,162,10,11,실외,문화/예술
17701,청마문학관,177,162,1,0,실내,문화/예술
17702,향토역사관,177,162,2,1,실내,문화/예술
17801,도남관광지,178,162,1,0,실외,자연/힐링
17802,한산도 제승당,178,162,2,2,실외,종교/역사/전통
17803,해금강,178,294,3,5,실외,자연/힐링
17804,소매물도,178,162,4,8,실외,자연/힐링
17901,경호강래프팅,179,289,1,0,실외,캠핑/스포츠
17902,정병호 가옥,179,264,2,2,실외,종교/역사/전통
17903,금원산자연휴양림,179,284,3,4,실외,자연/힐링
17904,해인사,179,285,4,6,실외,종교/역사/전통
17905,우포늪,179,347,5,9,실외,자연/힐링
18001,문신미술관,180,155,1,0,실내,문화/예술
18002,평사리 최참판댁,180,356,2,1,실내,종교/역사/전통
18003,청마문학관,180,162,3,4,실내,문화/예술
18004,윤이상거리,180,162,4,6,실외,체험/학습/산업
18005,전혁림미술관,180,162,5,7,실내,문화/예술
18006,해금강,180,294,6,8,실외,자연/힐링
18007,외도해상농원,180,294,7,11,실외,자연/힐링
18101,표충사,181,288,1,0,실외,종교/역사/전통
18102,사자평,181,288,2,1,실외,자연/힐링
18103,재약산,181,288,3,2,실외,자연/힐링
18104,가지산,181,288,4,4,실외,자연/힐링
18105,통도사,181,257,5,5,실외,종교/역사/전통
18106,국립김해박물관,181,253,6,10,실내,종교/역사/전통
18201,해인사,182,285,1,0,실외,종교/역사/전통
18202,가야산,182,285,2,3,실외,자연/힐링
18203,화왕산,182,347,3,5,실외,자연/힐링
18204,부곡온천,182,347,4,9,실내,자연/힐링
18301,대원사계곡,183,289,1,0,실외,자연/힐링
18302,삼성궁,183,356,2,1,실외,자연/힐링
18303,평사리 최참판댁,183,356,3,4,실외,종교/역사/전통
18304,쌍계사,183,356,4,7,실외,종교/역사/전통
18305,불일폭포,183,356,5,9,실외,자연/힐링
18306,칠불사,183,356,6,10,실외,종교/역사/전통
18401,스포츠파크,184,295,1,0,실외,캠핑/스포츠
18402,암수바위와 가천마을 다랑이논,184,295,2,1,실외,자연/힐링
18403,노도,184,295,3,3,실외,자연/힐링
18404,상주해수욕장,184,295,4,4,실외,자연/힐링
18405,금산,184,295,5,5,실외,자연/힐링
18406,물건방조어부림과 물미해안,184,295,6,6,실외,자연/힐링
18407,원시어업죽방렴,184,295,7,8,실외,자연/힐링
18408,단항왕후박나무,184,295,8,9,실외,자연/힐링
18409,삼천포항,184,321,9,10,실외,자연/힐링
18410,실안낙조,184,294,10,11,실외,자연/힐링
18501,용원,185,155,1,0,실외,자연/힐링
18502,여객선터미널,185,162,2,2,실외,체험/학습/산업
18503,학동몽돌,185,294,3,6,실외,자연/힐링
18504,마리나리조트,185,162,4,9,실외,캠핑/스포츠
18601,해금강,186,294,1,0,실외,자연/힐링
18602,외도해상농원,186,294,2,0,실외,자연/힐링
18603,재래식 시장,186,162,3,1,실외,쇼핑/놀이
18604,제승당,186,162,4,3,실외,종교/역사/전통
18605,소매물도,186,162,5,5,실외,자연/힐링
18606,상족암 군립공원,186,305,6,7,실외,자연/힐링
18607,공룡박물관,186,305,7,9,실내,체험/학습/산업
18608,상주해수욕장,186,295,8,9,실외,자연/힐링
18609,보리암,186,295,9,11,실외,자연/힐링
18701,대금산,187,294,1,0,실외,자연/힐링
18702,지심도,187,294,2,1,실외,자연/힐링
18703,달아공원,187,162,3,4,실외,자연/힐링
18704,제승당,187,162,4,7,실외,종교/역사/전통
18705,청마생가,187,162,5,8,실외,종교/역사/전통
18706,산양일주도로,187,162,6,10,실외,자연/힐링
18801,진해군항제,188,155,1,0,실외,체험/학습/산업
18802,선진리성,188,321,2,1,실외,종교/역사/전통
18803,한려수도,188,295,3,4,실외,자연/힐링
18804,보리암,188,295,4,7,실외,종교/역사/전통
18805,남해대교,188,295,5,10,실외,자연/힐링
18901,웅천도요지,189,155,1,0,실외,자연/힐링
18902,진주성,189,192,2,2,실외,종교/역사/전통
18903,백련리도요지,189,356,3,5,실외,자연/힐링
18904,쌍계사/차나무시배지,189,356,4,7,실외,종교/역사/전통
19001,구조라,190,294,1,0,실외,자연/힐링
19002,해금강,190,294,2,1,실외,자연/힐링
